asin,name,price,rating,reviews,url,page,keyword,scraped_at
B0GK1MTWC1,-73%,₹1199.00,4.3,4.3,https://sponsored-ads.amazon.in/clk/?_encoding=UTF8&p=eAFVj8-K01AUxqmDOtZ_Qxcj1F2FLio3ubdJk6YSJElrbcukY5pq7Sbc3HvTXEyTNLlMBhd9gVkKbn0DV76BTyCu9RV8BcGOgh9n8cH3O-fw1cnx919X32417ltd5E-95dJVZ-PXrRrqnEYs5ZcBXFjqyghnft_3K-9pf3Dacxfz4fkqETE3gCdVyhRWS8u721U1SdUkBCW4vrGww2Nr5L8ceZNF41H9NmXlO5HljXtL1xs587E7WY-Gzata_cl1EpQMFyQOclaQLMGCBTxNeMqCUESNO3iL32epxNPm4zIEJMFlyQk4rIADCHLUusnSYOJ2emUIRMy2jAKSJQkjgmcpuOiC61-A4IKWIMc8FawAJEsFS0VLq9fgyZefXz_9-DxsPvjLHq63HioQQtVAugH1nqJo3aOJ6w2OnHOnM288G9qWk7-YAN3a27uDNtbefpWssAqs_7W3N3_GOpjmibMZXY6nF8TiTra1VbP7sVb_UIuFyMuBLFdVJf2rL29yGVcylW04nqEz_42Dnuc0KGiQJzEtTNGOSxyQIuDUhO0dpybS-1DTtZ6mtMvCRAABI6Iq04gGYKR0gYpQCAwcEkAjauiUQoIpbXMT52UbFywy3xopXW9Xu-3Zb35GsWM&v=c1&r=https%3A%2F%2Fwww.amazon.in%2Fgp%2Faw%2Fd%2FB0GK1MTWC1%3Fpd_rd_plhdr%3Dt%26hsa_cr_id%3D0%26qid%3D1780676563%26sr%3D1-1-9fd4e6c6-0f32-411b-9abc-dfd97dd0cadd%26i%3Daps%26aref%3DY9ndZmXqmM&ref_=sbx__sbtcd2_asin_0_bkgd&pd_rd_w=8Zj5c&content-id=amzn1.sym.1183c3aa-8812-4b69-b5a0-47d783e4595d%3Aamzn1.sym.1183c3aa-8812-4b69-b5a0-47d783e4595d&pf_rd_p=1183c3aa-8812-4b69-b5a0-47d783e4595d&pf_rd_r=FN5P4ZKXE6B443AV4ZM7&pd_rd_wg=eXsXF&pd_rd_r=70043123-9363-493a-9865-8e7c91afe22c,1,wireless earphones,2026-06-05 21:52:46
B0GK22XD58,-73%,₹1199.00,4.3,4.3,https://sponsored-ads.amazon.in/clk/?_encoding=UTF8&p=eAFVj8-K01AUxqnD6Fj_DV2MUHcVuqjc5OZPk6ZDkCSttS2mY9pK7Sbc3HvTXEyTNPcyGVz0BWYpuPUNXPkGPoG41lfwFQQ7Cn6cxQff75zDV8cn339df7vdeOCoymISLJe-Ph29adWUzllMM3YVwrmjr6xouugtFlXwrNc_6_rz2eBilYqEWSCQKm0Cq6UT3FN1Q9INSYESXN-au9GJM1y8HAbjeeNx_Q6h_J3Ii8b9pR8MvdnIH6-Hg-Z1rf70Jgk5RSVOwoKWOE-RoCHLUpbRMBJx4y7aovd5JrGs-YRHAKeIc4bBYQUcQFAorWOahWO_0-UREAndUgJwnqYUC5Zn4FIFN78ARiXhoEAsE7QEOM8EzUTLqNfg6ZefXz_9-DxoPvzLHq63HmkQQt1STAuaXU0z1KOxH_SPvAuvM2ucD1zHK16Mgens3d1BG2fvvk5XSAfO_9q7mz_jHEzz1NsMr0aTS-wwL9-6uq1-rNU_1BIhCt6X5aqqpH_15U0ho0omsgtHU1VdDbq95wUJSxIWaUJKW7QTjkJchozYsL1jxFbMHjRMo2tobV7aClCBFROdGtgAMNZUoCtKBCwUYUBiYpmEQIwIaTMbFbyNShrbb62MrLer3fbVb2mzsTQ&v=c1&r=https%3A%2F%2Fwww.amazon.in%2Fgp%2Faw%2Fd%2FB0GK22XD58%3Fpd_rd_plhdr%3Dt%26hsa_cr_id%3D0%26qid%3D1780676563%26sr%3D1-2-9fd4e6c6-0f32-411b-9abc-dfd97dd0cadd%26i%3Daps%26aref%3DY9ndZmXqmM&ref_=sbx__sbtcd2_asin_1_bkgd&pd_rd_w=8Zj5c&content-id=amzn1.sym.1183c3aa-8812-4b69-b5a0-47d783e4595d%3Aamzn1.sym.1183c3aa-8812-4b69-b5a0-47d783e4595d&pf_rd_p=1183c3aa-8812-4b69-b5a0-47d783e4595d&pf_rd_r=FN5P4ZKXE6B443AV4ZM7&pd_rd_wg=eXsXF&pd_rd_r=70043123-9363-493a-9865-8e7c91afe22c,1,wireless earphones,2026-06-05 21:52:46
B0FDKSMKPP,-76%,₹1099.00,4.3,4.3,https://sponsored-ads.amazon.in/clk/?_encoding=UTF8&p=eAFVj8-K01AUxqmDOtZ_Qxcj1F2FLio3ufnTpKkESdJObctkatpK7Sbc3HvTXExv0uQyGVz0BWYpuPUNXPkGPoG41lfwFQQ7Cn6cxQff75zDV8fH339df7vTeOioymISLJe-Ph29adWUzmlMObsK4dzRV1Y0XfQWiyp43uufdv35xWC2SkXCLBBIlTaB1dIJ7qu6IemGpEAJrm_N3ejYGS5eDYPxvPGkfpfQ8p3I8saDpR8MvYuRP14PB83rWv3ZTRKWFBU4CXNa4CxFgoaMp4zTMBJx4x7aovcZlxhvPi0jgFNUlgyDwwo4gCBXWrcpD8d-p1tGQCR0SwnAWZpSLFjGwaUKbn4BjApSghwxLmgBcMYF5aJl1Gvw5MvPr59-fB40H_1lD9dbjzUIoW4ppgXNrqYZ6tHYD_pH3szrXDReDFzHy8_GwHT27u6gjbN3X6crpAPnf-3dzZ9xDqZ54m2GV6PJJXaYl21d3VY_1uofaokQedmX5aqqpH_15U0uo0omsgvPBtP5-XQ2e5mTsCBhniaksEU7KVGIi5ARG7Z3jNiK2YOGaXQNrV0WtgI0YMVEpwY2AIw1FeiKEgELRRiQmFgmIRAjQtrMRnnZRgWN7bcWJ-vtarc9_w2Ts7GW&v=c1&r=https%3A%2F%2Fwww.amazon.in%2Fgp%2Faw%2Fd%2FB0FDKSMKPP%3Fpd_rd_plhdr%3Dt%26hsa_cr_id%3D0%26qid%3D1780676563%26sr%3D1-3-9fd4e6c6-0f32-411b-9abc-dfd97dd0cadd%26i%3Daps%26aref%3DY9ndZmXqmM&ref_=sbx__sbtcd2_asin_2_bkgd&pd_rd_w=8Zj5c&content-id=amzn1.sym.1183c3aa-8812-4b69-b5a0-47d783e4595d%3Aamzn1.sym.1183c3aa-8812-4b69-b5a0-47d783e4595d&pf_rd_p=1183c3aa-8812-4b69-b5a0-47d783e4595d&pf_rd_r=FN5P4ZKXE6B443AV4ZM7&pd_rd_wg=eXsXF&pd_rd_r=70043123-9363-493a-9865-8e7c91afe22c,1,wireless earphones,2026-06-05 21:52:46
B0FDGSYR17,Samsung Galaxy Buds Core (White) Galaxy AI Enabled in-Ear TWS with ANC | Enriched Bass | 6 Mic Setup | IP54 | 35hrs Battery | Touch Controls,₹4399.00,4.0,(2.4K),https://www.amazon.in/Samsung-Enabled-Enriched-Battery-Controls/dp/B0FDGSYR17/ref=sr_1_14?dib=eyJ2IjoiMSJ9.c7n4eVoGPRlBeybR-_yqIVf2bJGDqBoN0H1HeEmhZLUkaztAXWjjP_9STZMwB1D6_lAnF_rQUVYQsgbdAhI54APspkRtNusAwh448qUw0S36KzEYuaHFQkAh6aW2ROvUoy9nG3p5uro37e3zPwBVfGOblTl_HdUZIS46iRgrFT3ktGJ20zpOz37rcT17TGkNkhHe2yc_FrjL8Isxuh7wSyTyuUL7_qMagB3JiPGDYJg.UbltKH7bdYudZCd1n88dcGDKHT9LXX-RlmPSyxY_DNo&dib_tag=se&keywords=wireless+earphones&qid=1780676563&sr=8-14,1,wireless earphones,2026-06-05 21:52:46
B0FZ9SWB7S,"Noise Newly Launch Buds Play Truly Wireless Earbuds with 40H of Playtime, Quad Mic with ENC, Low Latency for Gaming (Up to 50 Ms), 13mm Driver, BT V6.0(Powder Blue)",₹1099.00,4.0,(342),https://www.amazon.in/Noise-Wireless-Earbuds-Playtime-Latency/dp/B0FZ9SWB7S/ref=sr_1_15?dib=eyJ2IjoiMSJ9.c7n4eVoGPRlBeybR-_yqIVf2bJGDqBoN0H1HeEmhZLUkaztAXWjjP_9STZMwB1D6_lAnF_rQUVYQsgbdAhI54APspkRtNusAwh448qUw0S36KzEYuaHFQkAh6aW2ROvUoy9nG3p5uro37e3zPwBVfGOblTl_HdUZIS46iRgrFT3ktGJ20zpOz37rcT17TGkNkhHe2yc_FrjL8Isxuh7wSyTyuUL7_qMagB3JiPGDYJg.UbltKH7bdYudZCd1n88dcGDKHT9LXX-RlmPSyxY_DNo&dib_tag=se&keywords=wireless+earphones&qid=1780676563&sr=8-15,1,wireless earphones,2026-06-05 21:52:46
B0G6M5B9KC,"Earbuds for One-Plus Nord CE 2 Lite Earbuds Original Like True Wireless Bluetooth in-Ear Headphones Earphones TWS with Mic, Touch Controls, Deep Bass, Sports (38 Hours Case, OPBR1)",₹699.00,2.0,(2),https://www.amazon.in/Nord-CE-Lite-Bluetooth-Headphones/dp/B0G6M5B9KC/ref=sr_1_16?dib=eyJ2IjoiMSJ9.c7n4eVoGPRlBeybR-_yqIVf2bJGDqBoN0H1HeEmhZLUkaztAXWjjP_9STZMwB1D6_lAnF_rQUVYQsgbdAhI54APspkRtNusAwh448qUw0S36KzEYuaHFQkAh6aW2ROvUoy9nG3p5uro37e3zPwBVfGOblTl_HdUZIS46iRgrFT3ktGJ20zpOz37rcT17TGkNkhHe2yc_FrjL8Isxuh7wSyTyuUL7_qMagB3JiPGDYJg.UbltKH7bdYudZCd1n88dcGDKHT9LXX-RlmPSyxY_DNo&dib_tag=se&keywords=wireless+earphones&qid=1780676563&sr=8-16,1,wireless earphones,2026-06-05 21:52:46
B0DPWJYQK1,"Boat Airdopes 111v2, Premium Leather Finish, 4Mics ENx, 50HRS Battery, 13mm Drivers, Fast Charge, Dual Pair, v5.4 Bluetooth TWS in Ear Earbuds Wireless Earphones with mic (Classic Black)",₹1299.00,3.9,(10.8K),https://www.amazon.in/boAt-Airdopes-Bluetooth-Wireless-Earphones/dp/B0DPWJYQK1/ref=sr_1_17?dib=eyJ2IjoiMSJ9.c7n4eVoGPRlBeybR-_yqIVf2bJGDqBoN0H1HeEmhZLUkaztAXWjjP_9STZMwB1D6_lAnF_rQUVYQsgbdAhI54APspkRtNusAwh448qUw0S36KzEYuaHFQkAh6aW2ROvUoy9nG3p5uro37e3zPwBVfGOblTl_HdUZIS46iRgrFT3ktGJ20zpOz37rcT17TGkNkhHe2yc_FrjL8Isxuh7wSyTyuUL7_qMagB3JiPGDYJg.UbltKH7bdYudZCd1n88dcGDKHT9LXX-RlmPSyxY_DNo&dib_tag=se&keywords=wireless+earphones&qid=1780676563&sr=8-17,1,wireless earphones,2026-06-05 21:52:46
B0DK8X4JV1,"CRAYOTALK K1 Stylish,Single Ear Bluetooth Truly Wireless in Ear Earbuds with Mic Universal to Support Handsfree Calling for Smartphones & Tablets (1 Years Warranty)",₹149.00,3.2,(24),https://www.amazon.in/CRAYOTALK-Bluetooth-Universal-Handsfree-Smartphones/dp/B0DK8X4JV1/ref=sr_1_18?dib=eyJ2IjoiMSJ9.c7n4eVoGPRlBeybR-_yqIVf2bJGDqBoN0H1HeEmhZLUkaztAXWjjP_9STZMwB1D6_lAnF_rQUVYQsgbdAhI54APspkRtNusAwh448qUw0S36KzEYuaHFQkAh6aW2ROvUoy9nG3p5uro37e3zPwBVfGOblTl_HdUZIS46iRgrFT3ktGJ20zpOz37rcT17TGkNkhHe2yc_FrjL8Isxuh7wSyTyuUL7_qMagB3JiPGDYJg.UbltKH7bdYudZCd1n88dcGDKHT9LXX-RlmPSyxY_DNo&dib_tag=se&keywords=wireless+earphones&qid=1780676563&sr=8-18,1,wireless earphones,2026-06-05 21:52:46
B0F4QXQKTK,"inear Juke Buds Pro2 TWS Bluetooth Earbuds | Upto 60Hrs Playtime | Dual Pairing, Fast Type-C Charging, Touch Controls | Deep Bass | Voice Assistant Support | IPX4 Sweat Resistant, True Wireless | Blue",₹999.00,4.1,(14),https://www.amazon.in/InEar-Juke-Buds-Bluetooth-Assistant/dp/B0F4QXQKTK/ref=sr_1_19?dib=eyJ2IjoiMSJ9.c7n4eVoGPRlBeybR-_yqIVf2bJGDqBoN0H1HeEmhZLUkaztAXWjjP_9STZMwB1D6_lAnF_rQUVYQsgbdAhI54APspkRtNusAwh448qUw0S36KzEYuaHFQkAh6aW2ROvUoy9nG3p5uro37e3zPwBVfGOblTl_HdUZIS46iRgrFT3ktGJ20zpOz37rcT17TGkNkhHe2yc_FrjL8Isxuh7wSyTyuUL7_qMagB3JiPGDYJg.UbltKH7bdYudZCd1n88dcGDKHT9LXX-RlmPSyxY_DNo&dib_tag=se&keywords=wireless+earphones&qid=1780676563&sr=8-19,1,wireless earphones,2026-06-05 21:52:46
B0G66HNH7Z,"Earbuds for One-Plus Z Earbuds Original Like True Wireless Bluetooth in-Ear Headphones Earphones TWS with Mic, Touch Controls, Deep Bass, Sports (38 Hours Case, OPBR1)",₹699.00,N/A,N/A,https://www.amazon.in/One-Plus-Original-Bluetooth-Headphones-Earphones/dp/B0G66HNH7Z/ref=sr_1_20?dib=eyJ2IjoiMSJ9.c7n4eVoGPRlBeybR-_yqIVf2bJGDqBoN0H1HeEmhZLUkaztAXWjjP_9STZMwB1D6_lAnF_rQUVYQsgbdAhI54APspkRtNusAwh448qUw0S36KzEYuaHFQkAh6aW2ROvUoy9nG3p5uro37e3zPwBVfGOblTl_HdUZIS46iRgrFT3ktGJ20zpOz37rcT17TGkNkhHe2yc_FrjL8Isxuh7wSyTyuUL7_qMagB3JiPGDYJg.UbltKH7bdYudZCd1n88dcGDKHT9LXX-RlmPSyxY_DNo&dib_tag=se&keywords=wireless+earphones&qid=1780676563&sr=8-20,1,wireless earphones,2026-06-05 21:52:46
B0GN73QQFF,"Portronics Harmonics Z12 in Ear Bluetooth Neckband with Metallic Built & Hall Switch(ON/OFF),Upto 35 Hours Playtime, Gaming/Music Mode, Low Latency, Bluetooth Version 5.3V, Type C Fast Charging(Black)",₹799.00,4.3,(32),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMjAxMDkxMTU0Njc0NjU6MTc4MDY3NjU2MzpzcF9idGY6MzAwOTk3ODgyNzQ2MTMyOjowOjo&url=%2FPortronics-Harmonics-Bluetooth-Neckband-Metallic%2Fdp%2FB0GN73QQFF%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.c7n4eVoGPRlBeybR-_yqIVf2bJGDqBoN0H1HeEmhZLUkaztAXWjjP_9STZMwB1D6_lAnF_rQUVYQsgbdAhI54APspkRtNusAwh448qUw0S36KzEYuaHFQkAh6aW2ROvUoy9nG3p5uro37e3zPwBVfGOblTl_HdUZIS46iRgrFT3ktGJ20zpOz37rcT17TGkNkhHe2yc_FrjL8Isxuh7wSyTyuUL7_qMagB3JiPGDYJg.UbltKH7bdYudZCd1n88dcGDKHT9LXX-RlmPSyxY_DNo%26dib_tag%3Dse%26keywords%3Dwireless%2Bearphones%26qid%3D1780676563%26sr%3D8-21-spons%26aref%3D0rYVwKorX3%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=0rYVwKorX3&sp_cr=ZAZ,1,wireless earphones,2026-06-05 21:52:46
B0GQJ5B4F6,"Portronics Harmonics Y5 Bluetooth Wireless In Ear Earphone with strong Clip, Upto 24 Hour Playback,Dual Pairing, HD Clarity Mic, Transparent Design,Magnetic Buds, Bluetooth V6.0,Type C Charging(Black)",₹799.00,3.6,(8),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMjAxMDkxMTU0Njc0NjU6MTc4MDY3NjU2MzpzcF9idGY6MzAwOTk3ODgyNzQ1NzMyOjowOjo&url=%2FPortronics-Harmonics-Bluetooth-Wireless-Transparent%2Fdp%2FB0GQJ5B4F6%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.c7n4eVoGPRlBeybR-_yqIVf2bJGDqBoN0H1HeEmhZLUkaztAXWjjP_9STZMwB1D6_lAnF_rQUVYQsgbdAhI54APspkRtNusAwh448qUw0S36KzEYuaHFQkAh6aW2ROvUoy9nG3p5uro37e3zPwBVfGOblTl_HdUZIS46iRgrFT3ktGJ20zpOz37rcT17TGkNkhHe2yc_FrjL8Isxuh7wSyTyuUL7_qMagB3JiPGDYJg.UbltKH7bdYudZCd1n88dcGDKHT9LXX-RlmPSyxY_DNo%26dib_tag%3Dse%26keywords%3Dwireless%2Bearphones%26qid%3D1780676563%26sr%3D8-22-spons%26aref%3DHgrswOyMqW%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=HgrswOyMqW&sp_cr=ZAZ,1,wireless earphones,2026-06-05 21:52:46
B0GN73QQFF,"Portronics Harmonics Z12 in Ear Bluetooth Neckband with Metallic Built & Hall Switch(ON/OFF),Upto 35 Hours Playtime, Gaming/Music Mode, Low Latency, Bluetooth Version 5.3V, Type C Fast Charging(Black)",₹799.00,4.3,(32),https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDk2ODE1OTQ0MjQyNzA2OjE3ODA2NzY1NjM6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDA5OTc4ODI3NDYxMzI6OjA6Og&url=%2FPortronics-Harmonics-Bluetooth-Neckband-Metallic%2Fdp%2FB0GN73QQFF%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.6748dafd-1857-4dd2-9058-aab807cb526e%253Aamzn1.sym.6748dafd-1857-4dd2-9058-aab807cb526e%26cv_ct_cx%3Dwireless%2Bearphones%26keywords%3Dwireless%2Bearphones%26pd_rd_i%3DB0GN73QQFF%26pd_rd_r%3Dfa463ee5-1641-43d2-a598-c72fcb7dbd06%26pd_rd_w%3Dsjw18%26pd_rd_wg%3D0TpMm%26pf_rd_p%3D6748dafd-1857-4dd2-9058-aab807cb526e%26pf_rd_r%3DFN5P4ZKXE6B443AV4ZM7%26qid%3D1780676563%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-1-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26aref%3D0rYVwKorX3%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1&aref=0rYVwKorX3&sp_cr=ZAZ,1,wireless earphones,2026-06-05 21:52:46
B0GK1MTWC1,"truke New Launch Mega 12 True Wireless in Ear Earbuds W/ 24-Bit Spatial Audio, Premium Leather Textured Design, 70H Playtime Fast Charge Buds, 13mm Drivers TWS, Low Latency, ENC (Indigo Blue)",₹1199.00,4.3,(165),https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDk2ODE1OTQ0MjQyNzA2OjE3ODA2NzY1NjM6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDA5OTUzNzI0MTEyMzI6OjE6Og&url=%2Ftruke-Wireless-Earbuds-Textured-Playtime%2Fdp%2FB0GK1MTWC1%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.6748dafd-1857-4dd2-9058-aab807cb526e%253Aamzn1.sym.6748dafd-1857-4dd2-9058-aab807cb526e%26cv_ct_cx%3Dwireless%2Bearphones%26keywords%3Dwireless%2Bearphones%26pd_rd_i%3DB0GK1MTWC1%26pd_rd_r%3Dfa463ee5-1641-43d2-a598-c72fcb7dbd06%26pd_rd_w%3Dsjw18%26pd_rd_wg%3D0TpMm%26pf_rd_p%3D6748dafd-1857-4dd2-9058-aab807cb526e%26pf_rd_r%3DFN5P4ZKXE6B443AV4ZM7%26qid%3D1780676563%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-2-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26aref%3DBV8cOpY5pV%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1&aref=BV8cOpY5pV&sp_cr=ZAZ,1,wireless earphones,2026-06-05 21:52:46
B0G2GKPK48,Mivi DuoPods Vibe | Dual Connectivity Ear Buds Wireless | Clear HD Calls | 5.3 Bluetooth Earphone Wireless | 13mm Drivers | 60 Hours Playtime | Made in India TWS Earbuds,₹899.00,4.1,(227),https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDk2ODE1OTQ0MjQyNzA2OjE3ODA2NzY1NjM6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDA4ODY1Nzc3MjEwMzI6OjI6Og&url=%2FMivi-Connectivity-Wireless-Bluetooth-Earphone%2Fdp%2FB0G2GKPK48%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.6748dafd-1857-4dd2-9058-aab807cb526e%253Aamzn1.sym.6748dafd-1857-4dd2-9058-aab807cb526e%26cv_ct_cx%3Dwireless%2Bearphones%26keywords%3Dwireless%2Bearphones%26pd_rd_i%3DB0G2GKPK48%26pd_rd_r%3Dfa463ee5-1641-43d2-a598-c72fcb7dbd06%26pd_rd_w%3Dsjw18%26pd_rd_wg%3D0TpMm%26pf_rd_p%3D6748dafd-1857-4dd2-9058-aab807cb526e%26pf_rd_r%3DFN5P4ZKXE6B443AV4ZM7%26qid%3D1780676563%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-3-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26aref%3DDhmLSfx5I3%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1&aref=DhmLSfx5I3&sp_cr=ZAZ,1,wireless earphones,2026-06-05 21:52:46
B0FKBWTWZ8,"truke New Launch Mega 7 True Wireless in-Ear Earbuds w/ 24-Bit 360 Spatial Audio, 60H Playtime & Fast Charging Buds, Dual Pairing, 40ms Low Latency TWS, 4-Mic ENC, Made in India-(Coffee Brown)",₹899.00,4.1,(423),https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDk2ODE1OTQ0MjQyNzA2OjE3ODA2NzY1NjM6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDA3Nzc1NjMxMDM0MzI6OjM6Og&url=%2Ftruke-Wireless-Earbuds-Playtime-Charging%2Fdp%2FB0FKBWTWZ8%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.6748dafd-1857-4dd2-9058-aab807cb526e%253Aamzn1.sym.6748dafd-1857-4dd2-9058-aab807cb526e%26cv_ct_cx%3Dwireless%2Bearphones%26keywords%3Dwireless%2Bearphones%26pd_rd_i%3DB0FKBWTWZ8%26pd_rd_r%3Dfa463ee5-1641-43d2-a598-c72fcb7dbd06%26pd_rd_w%3Dsjw18%26pd_rd_wg%3D0TpMm%26pf_rd_p%3D6748dafd-1857-4dd2-9058-aab807cb526e%26pf_rd_r%3DFN5P4ZKXE6B443AV4ZM7%26qid%3D1780676563%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-4-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26aref%3DZNCmiV0qvS%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1&aref=ZNCmiV0qvS&sp_cr=ZAZ,1,wireless earphones,2026-06-05 21:52:46
B0GCSCPZZ1,"Kratos TW02 Ear Buds Wireless with 30H Playtime, Noise Isolation & Clear Calls, Bluetooth Earbuds with Voice Assistant, Ear Buds with Bluetooth V 5.3 & with Type C Fast Charging, IPX5 TWS Earphones",₹498.00,4.2,(683),https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDk2ODE1OTQ0MjQyNzA2OjE3ODA2NzY1NjM6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDA5NzAwMDU4NTQxMzI6OjQ6Og&url=%2FKratos-Isolation-Bluetooth-Assistant-Earphones%2Fdp%2FB0GCSCPZZ1%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.6748dafd-1857-4dd2-9058-aab807cb526e%253Aamzn1.sym.6748dafd-1857-4dd2-9058-aab807cb526e%26cv_ct_cx%3Dwireless%2Bearphones%26keywords%3Dwireless%2Bearphones%26pd_rd_i%3DB0GCSCPZZ1%26pd_rd_r%3Dfa463ee5-1641-43d2-a598-c72fcb7dbd06%26pd_rd_w%3Dsjw18%26pd_rd_wg%3D0TpMm%26pf_rd_p%3D6748dafd-1857-4dd2-9058-aab807cb526e%26pf_rd_r%3DFN5P4ZKXE6B443AV4ZM7%26qid%3D1780676563%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-5-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26aref%3DsH5K2muDYC%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1&aref=sH5K2muDYC&sp_cr=ZAZ,1,wireless earphones,2026-06-05 21:52:46
